name,infrastructure_type,latitude,longitude
Herbocare Hospital,hospital,11.4095549,76.7043618
HF Hospital,hospital,11.4213865,76.8641399
Vishnu Nursing Home,hospital,11.351926,77.165558
Assisi Hospital,hospital,11.773541,77.008238
JMGV Hospital,hospital,11.775842,77.005864
Arunachalam Hospital,hospital,11.3546609,77.1698426
Sutton Estate Group Hospital,hospital,11.3012082,76.7406229
Chinathambi Hospital,hospital,11.3282162,77.1683726
Thangam Health Care Hospital,hospital,11.3484244,77.1652678
FPA Hospital,hospital,11.344371,76.802178
Lawrence School Hospital,hospital,11.3821244,76.7021199
Government Hospital,hospital,11.3713664,77.3234618
Dr. Ponnusamy Hospital (Ramya Hospital),hospital,11.3564948,77.3205218
Muthu Hospital,hospital,11.3512958,77.1671183
Cantonment Hospital,hospital,11.363568,76.788468
Emmanuel Eye Hospital,hospital,11.3429624,76.7883747
PG Hospital,hospital,11.353796,77.164196
Blaisy Eye Hospital,hospital,11.4111471,76.7106639
Sumith Hospital,hospital,11.0387262,76.9228367
Devarshola Garden Hospital,hospital,11.5351201,76.4433393
Ranjith Dental Hospital,hospital,11.038389,76.926209
Rukmani Ammal Hospital,hospital,11.025042,76.9439008
Onecare Ortho Hospital,hospital,11.026568,76.948798
Raaj Dental Hospital,hospital,11.0263447,76.9423976
MCM Hospital,hospital,11.5437482,76.4394877
Government Hospital,hospital,11.5063815,76.4927258
Aswin Hospital,hospital,11.0255271,76.9515108
Nellakotta Primary Hospital,hospital,11.552993,76.419181
Government Hospital,hospital,11.5264581,76.3292672
Government Hospital,hospital,11.484829,76.338996
Sakthi Fertility Hospital,hospital,11.0255323,76.9463747
GTMO Hospital,hospital,11.502887,76.4935025
Masani Hospital,hospital,11.0246928,76.9435571
Kandaswamy Sidhq Hospital,hospital,11.026645,76.945987
Pearl Division Hospital,hospital,11.5346478,76.4050262
Attikunna Mini Hospital,hospital,11.5029982,76.3669021
P S G Cules Hospital,hospital,11.045772,76.92291
Amala Hospital,hospital,11.575678,76.363137
Albin's House,hospital,11.4921066,76.4259542
Webster Memorial Eye Hospital,hospital,11.5116807,76.4935163
Seenai Ayurvedics,hospital,11.555545,76.310105
Garden Hospital,hospital,11.5054015,76.3197207
Paavai ENT Hospital,hospital,11.0270905,76.9416551
Vishnupriys Hospital,hospital,11.0365363,76.9317515
Srinivas Hospital,hospital,11.013248,77.0192485
Kadhasamy Hospital,hospital,11.148674,77.350663
Thavamani Hospital,hospital,11.2719549,77.4120852
Jacob Hospital,hospital,11.1645096,77.3496992
Chycartist Hospital,hospital,11.0160902,77.0202551
Revathi Charity Trust Hospital,hospital,11.1588612,77.34966
Sri Aravindhar Hospital,hospital,11.1697756,77.4448276
Velliraveli Government Hospital,hospital,11.2664783,77.4535163
Viswanathan Hospital,hospital,11.2725112,77.411171
Aravind Eye Care Hospital,hospital,11.1729469,77.4574467
S V Hospital,hospital,11.273427,77.411431
Dhanam Thangam Hospital,hospital,11.2719384,77.4121472
Sri Renu Hospital,hospital,11.1990225,77.4219937
Dr. Felix Hospital,hospital,11.0044086,77.0348661
Ram Doctor Hospital,hospital,11.1709391,77.4532808
Government Hospital,hospital,11.1766489,77.4532784
Nithya Hospital,hospital,11.0210366,76.9665217
Vishnu Hospital,hospital,11.0076298,76.9576345
Arc Fertility Hospital,hospital,11.012539,76.986166
Rex Ortho Hospital,hospital,11.008405,76.956396
N R Hospital,hospital,11.0112326,76.9548289
Parvathy Hospitals,hospital,11.01472,76.952299
Srigiri Ayurvedic Hospital,hospital,11.0081541,76.9578763
K.B.S. Hospital,hospital,11.0157437,76.9842202
Dr. G. Thiagarajan's Memorial Hospital,hospital,11.00534,76.989401
Ramvel Hospital,hospital,10.9958212,76.9963939
Sathya Medical Centre & Hospital,hospital,11.0238937,76.9582121
Dr. K Shitra Hospital,hospital,11.0052314,76.9555303
Ramakrishna Hospital,hospital,11.0207084,76.972413
Seethalakshmi Maternity Hospital,hospital,11.0065379,76.9600631
Sri Vishnu Priya Hospital,hospital,10.998711,76.951222
Arun Urology Hospital,hospital,11.0143168,76.9449938
Vennila Hospital,hospital,10.9901191,76.9421502
R.S Hospital,hospital,11.0091279,76.954667
Welcare Hospital,hospital,10.989403,76.961714
Becker Manual Hospital,hospital,11.020659,76.968611
Narmada Hospital,hospital,10.9967758,77.0071075
Rao Hospital,hospital,11.0131526,76.948405
Kamala Prakash Hospital,hospital,11.007283,76.956267
Rafa Hospital,hospital,11.007011,76.992439
Subu Hospital,hospital,10.9920096,76.9520898
Rajagambiram Dental Hospital,hospital,10.9923475,76.9559691
Iswarya Hospital,hospital,11.0002483,76.9518169
Sri Guru Hospital,hospital,10.9920855,76.9574858
PGS Hospital,hospital,11.0153485,76.9524368
K Jagathnathan Hospital,hospital,10.999154,76.951549
Mak Hospital,hospital,11.008435,76.9580134
Koliyankulam Hospital,hospital,8.2313835,77.6340654
Thangaraj ENT Hospitals,hospital,8.446139,77.6054123
Uma Hospital,hospital,8.1507633,77.5722134
Sri Kumar Hospital,hospital,8.439324,77.603196
The Dohnavur Fellowship,hospital,8.4645845,77.5806317
Aysha Hospital,hospital,8.58171,77.587209
Rose Children Hospital,hospital,8.334174,77.864134
Shobha Hospital,hospital,8.3343196,77.8645976
Madhumitha Hospital,hospital,8.385578,77.608115
Ezhil Siddtha Hospital,hospital,8.514574,77.557122
Annai Amaravathi Hospital,hospital,8.3856271,77.6105851
Annan Hospital,hospital,8.354123,77.6645432
Vivek Hospital,hospital,8.322792,77.578309
Government Hospital,hospital,8.50846,77.574139
Al Hudha Hospital,hospital,8.4433735,77.5991217
Prakash Hospital,hospital,8.4698789,77.6845746
Chokkalingam Hospital,hospital,8.513532,77.556037
Thiraviam Orthopaedic Hospital,hospital,8.387907,77.6092148
Luke Hospital,hospital,8.5973872,77.7120556
Thambi Hospital,hospital,8.527133,77.56156
Salom Hospital,hospital,8.433031,77.726933
Balaji Hospital,hospital,8.393156,77.610889
Vivekanada Masonic Hospital,hospital,8.092879,77.550692
Nalamthaa Siddha Hospital,hospital,8.4128062,77.623645
VP Hospital,hospital,8.335665,77.86332
G.S Hospital,hospital,8.09567,77.550468
Karpagam Hospital,hospital,8.335607,77.861467
AJ Hospital,hospital,8.528811,77.561649
Government Hospital,hospital,8.608277,77.577132
Chithambaranathan Hospital,hospital,8.150694,77.570682
Jose Hemalatha Hospital,hospital,8.324206,77.578919
GM Hospital,hospital,8.3553329,77.6604565
Bharath Hospital,hospital,8.155279,77.57311
Government Hospital,hospital,8.1447107,77.5769509
Prem Hospital,hospital,8.385411,77.612187
Chellammal Hospital,hospital,8.1495429,77.5712404
Dohnavur Fellowship Hospital,hospital,8.465721,77.576982
CSI Immanuel Mission Hospital,hospital,8.313823,77.88335
Parvathy Nursing Home,hospital,8.514125,77.551701
Deivanayagam Hospital,hospital,8.0835552,77.5513421
St.Lourdes Hospital,hospital,8.180459,77.74457
G.K Hospital,hospital,8.3186792,77.578436
J.A.P Hospital,hospital,8.1599879,77.615708
Bejan Singh Eye Hospital,hospital,8.3909271,77.6092669
King David Hospital,hospital,8.3784618,77.6105111
Dr. Jeganathan Hospital,hospital,8.387223,77.611919
SCAD Hospital,hospital,8.6289855,77.6975614
Madhumita Hospital,hospital,8.412765,77.623632
Suham Hospital,hospital,8.387877,77.608032
Shanthi Hospital,hospital,8.3341971,77.8703184
St.Thomas Hospital,hospital,8.259881,77.605193
Rajaram Hospital,hospital,8.0830107,77.5512866
BBTCL Hospital,hospital,8.5681052,77.4096562
Armuga Nainar Hospital,hospital,8.513953,77.557967
Rani Physiotherapy Hospital,hospital,8.3352218,77.8629477
Dr. Ajith Hospital,hospital,8.335644,77.863033
Dhanam Maternity Hospital,hospital,8.515256,77.555797
Easwari Nursing Home,hospital,8.413131,77.62408
Fathimma Hospital,hospital,10.1205454,77.5473032
Jaivignesh Skin Hospital,hospital,10.009511,77.3493154
Nanthitha Hospital,hospital,10.112557,77.547212
Kumaran Hospital,hospital,10.006842,77.350059
Balaji Hospital,hospital,10.007185,77.350208
Keerthi Shree Hospital,hospital,10.006948,77.351073
Sulaxsana Hospital,hospital,10.01233,77.351966
Nerumathy ENT Speciality Hospital,hospital,10.006827,77.350137
Nattathi Nadar Hospital,hospital,10.005402,77.446691
Mathi Children's Hospital,hospital,10.010101,77.349314
Vikram Hospital,hospital,10.120164,77.546206
Kohila Hospital,hospital,10.079078,77.519762
Lakshmi Hospital,hospital,10.1171828,77.5463195
Venkateshwara Hospital,hospital,10.0083102,77.348515
Chelladurai Homeopathic Hospital,hospital,10.009674,77.349398
Dr. Muthulakshmi Hospital,hospital,10.1224068,77.5400684
Saravana Hospital,hospital,10.006855,77.349935
Boothipuram Nattathi Nadar Hospital,hospital,10.0053699,77.4466009
National Hospital,hospital,10.014835,77.352259
Ravindranath Hospital,hospital,10.010402,77.350894
Sasikumar Hospital,hospital,11.1051507,77.335476
RJR Herbal Hospitals,hospital,11.096753,77.346988
Revathi Hospital,hospital,11.123416,77.414787
Zona Hospital,hospital,11.0974834,77.3533565
AMC Super Speciality Hospital,hospital,11.0963178,77.3490793
Ideal Homeo care,hospital,11.0966359,77.3498083
Poornima Hospital,hospital,11.10788,77.325674
ESI Hospital,hospital,11.1096063,77.3366279
Manam Health Care Hospital,hospital,11.1091822,77.335627
Nallini Hospital,hospital,11.1091685,77.353517
Sweta Multi Speciality Hospital,hospital,11.1011945,77.3575782
Lotus Eye Hospital,hospital,11.1031666,77.3474352
Dr. Karunanithy Hospital,hospital,11.1245519,77.34682
R.K. Hospital,hospital,11.116491,77.3395591
Surya Karutharipu Maiyam,hospital,11.1099295,77.3354284
Galaxy Hospital,hospital,11.1009766,77.3553006
Smile Works Dental Hospital,hospital,11.0976027,77.3538561
Skin Hospital,hospital,11.1124561,77.337064
Sekar Dental Hospital,hospital,11.1134609,77.3390426
Arun Hospital,hospital,10.0083492,77.483841
PC Hospital,hospital,10.019645,77.479952
Ramapandian Hospital,hospital,10.004566,77.489078
KK Hospital,hospital,10.004803,77.472931
Dr. Velmurugan Hospital,hospital,10.0086241,77.4804568
Chandra Sekar Hospital,hospital,10.009372,77.478936
KK Multispeciality Hospital,hospital,10.0264942,77.4796586
Swathi Hospital,hospital,9.998852,77.466671
RJR Herbal Hospital,hospital,10.008322,77.476417
Ramya Hospital,hospital,10.017734,77.479233
Tnkhnu Charity Fund Hospital,hospital,10.015293,77.480989
Dr. Bosemani Hospital,hospital,10.010304,77.478582
Karunai Hospital,hospital,10.01522,77.4801802
Dhanvanthiri Hospital,hospital,10.002995,77.489032
Pranaya Speciality Hospital,hospital,10.019425,77.479883
AVS Eye Hospital,hospital,10.0112091,77.4793469
Sri Vinayaka Hospital,hospital,9.999608,77.485068
Rasan Memorial Hospital,hospital,10.009301,77.47904
Srinivasa Hospital,hospital,10.009438,77.479721
Aram Hospital,hospital,10.009355,77.478158
Siva Sakthi Hospital,hospital,10.0146053,77.4821492
Devadharshini Maternity Care,hospital,9.998306,77.465792
Sankar Hospital,hospital,10.010114,77.4769176
Hema Teeth Hospital,hospital,10.010968,77.477246
Dhamodharan Hospital,hospital,10.009659,77.479106
Home Hospital,hospital,10.006725,77.468502
Theni Hospital,hospital,10.0098731,77.4769927
Rajapandian Hospital,hospital,10.004942,77.489045
Theni Dhanwanthri Ayurvedha Hospital,hospital,10.030291,77.48123
Theni Skin Hospital,hospital,10.00757,77.482805
Sukumar Hospital,hospital,10.0095581,77.4782176
Keerthana Hospital,hospital,10.007608,77.481585
ESI Hospital,hospital,10.015051,77.479162
Chandrasekhar Hospital,hospital,10.0088576,77.4813753
Harini Hospital,hospital,10.019836,77.480227
Nalam Hospital,hospital,10.020856,77.478718
Karur Dental and Cosmetology Hospital,hospital,10.9617053,78.0752566
Dr. Karunanidhi Baby Care Hospital,hospital,10.962121,78.0741953
Navaladi Hospital,hospital,10.9631494,78.0762111
Murugesan Hospital,hospital,10.9619995,78.0643134
Kabila Kannan Hospital,hospital,10.959361,78.072534
Dr. Karthi Hospital,hospital,10.9391186,78.0842197
Krg Hospitals,hospital,10.9620644,78.07212
Sanjai Rithick Hospital,hospital,10.9628717,78.0740658
Manimekalai Hospital,hospital,10.955985,78.081226
Shree Sakthi Hospital,hospital,10.9636982,78.0698733
Jeyammal Hospital,hospital,10.9633541,78.070428
Nesi Eye Care Hospital,hospital,10.9612243,78.0704182
Karuvurar Siddha Hospital,hospital,10.9617419,78.0689621
Parthasarathy's Dental Hospital,hospital,10.9615774,78.0716249
Arasan Eye Hospital,hospital,10.961065,78.067647
Neethu Neuro Hospital,hospital,10.958315,78.0734656
Vidiyal Hospital,hospital,10.9479113,78.1004165
Krishna Medical Centre Hospital,hospital,10.9643009,78.0541215
Skin Trust Hospital,hospital,10.9615302,78.0767588
Ananya Ortho Care Hospital,hospital,10.956319,78.081435
Senthil's Emergency Care,hospital,10.9619826,78.0643823
Skin Hospital,hospital,10.9560809,78.0799651
Akhila Children's Hospital,hospital,10.9585894,78.0745699
Balaji Hospital,hospital,10.9613902,78.076345
Meganathan Hospital,hospital,10.9658739,78.052368
Deepa Hospital,hospital,10.9628985,78.0766134
Raja Psychiatric Hospital,hospital,10.956568,78.079981
Kumaran Hospital,hospital,10.9619213,78.0644924
K R G Hospital,hospital,10.9633415,78.0684828
Poongothai Hospital,hospital,10.9619987,78.0690593
Sathyam Hospital,hospital,10.968865,78.048055
Jai Children Hospital,hospital,10.956354,78.080021
Niha Multi Speciality Hospitals,hospital,10.9611515,78.0715536
Rajini Hospital,hospital,10.962794,78.076934
Renuga Hospital,hospital,10.9595907,78.0733125
Jeyamani Plastic Surgery Centre,hospital,10.9615223,78.0737932
Dhanvanthri Nilayam,hospital,10.9616527,78.0735138
Loganathan Dental Care Hospital,hospital,10.962963,78.068556
Gunam Hospital,hospital,10.9339489,78.0902964
Ranjith Child Hospital,hospital,10.9622369,78.0690826
K.V.S Hospital,hospital,10.9560191,78.0809837
Shajahan Hospital,hospital,10.7703217,78.8023177
Gopinath Hospital,hospital,10.8567035,78.6922553
Srinivasan Hospital,hospital,11.1535479,78.5944614
AJ Medical Centre & Hospital,hospital,10.8178484,78.6851018
SVH Speciality Hospital,hospital,10.8225487,78.6830528
Saranya Psychiatric and Deaddiction Hospital,hospital,10.8261103,78.6774443
Srinidhi Hospital,hospital,10.7680025,78.6841464
Saravana Hospitals,hospital,10.9944313,78.3273838
Sabari Hospital,hospital,10.8017296,78.6957613
Jaya Hospital,hospital,10.813015,78.7010119
Sowmanasya Hospital and Institute of Psychiatry,hospital,10.8326513,78.6909964
Akshaya Hospital,hospital,10.7834183,78.7008469
Venkateswara Hospital,hospital,10.80769,78.6990611
Chidambaranathan Hospital,hospital,10.9131642,78.7010356
Sai Care Hospital,hospital,10.8224998,78.6752551
Nirmal Hospital,hospital,11.1456633,78.5938188
B.R. Hospital,hospital,11.1460635,78.5950492
Dr. Safiulla Hospital,hospital,10.7853789,78.6910737
Ragavendra Hospital.,hospital,10.7759757,78.6859974
Nagu Memorial Family Hospital,hospital,10.7778916,78.6720712
Hashini IVF Centre,hospital,10.8197905,78.6843469
PV Moorthy Hospital,hospital,10.8117331,78.6969997
Arun Hospital,hospital,10.8262068,78.6846836
Dr. Thiruvengadam Hospital,hospital,10.8137175,78.6357319
St. Joseph Hospital,hospital,10.79207,78.65291
Baby Hospital,hospital,10.8575378,78.6928204
Komathasiddha Hospital,hospital,10.7867314,78.6670728
Silverline Speciality Hospital,hospital,10.8246371,78.681967
Vasan Hospital,hospital,10.8187547,78.6836963
Arogya Ayurveda Hospital,hospital,10.8131042,78.6730489
Nagu Hospital,hospital,10.7897017,78.6634264
Srinvas Hospital,hospital,10.8235492,78.6816099
Shree Ramya Hospital,hospital,10.8130426,78.675866
Moorthys Hospital,hospital,10.8144447,78.6859995
Dr. Nagadeepan Hospital,hospital,10.710523,78.7253872
SMS Hospital,hospital,10.8270753,78.6824426
Children Hospital,hospital,10.8197438,78.6762039
Hindu Mission Hospital,hospital,10.8168975,78.6891947
TR Hospital,hospital,10.7901175,78.6951689
ESI Hospital,hospital,10.7769788,78.6366609
City Hospital,hospital,10.8278181,78.6840472
Sounthararajan Hospital,hospital,10.8102331,78.6315628
Dr. Siva Hospital,hospital,10.9877652,78.3359228
Dr. G. Viswanathan Speciality Hospitals,hospital,10.8461466,78.6987217
Dr. Alva Hospital,hospital,10.987225,78.336154
Surya Child Hospital,hospital,10.8344117,78.6887181
Om Harish Hospital,hospital,10.7734625,78.6930436
Arogya Hospital,hospital,10.8201739,78.6747351
Vaishali Hospital,hospital,10.8268337,78.6854975
Velan Speciality Hospitals,hospital,10.7822224,78.7016182
Sukriti Hospital,hospital,10.7731455,78.8049737
Safiulla Hospital,hospital,10.8105002,78.6959714
Maxcare Hospital,hospital,10.829047,78.6861428
Gastro Care Hospital,hospital,10.8195071,78.6843609
Madhavan Hospital,hospital,11.1519738,78.5945039
JK Hospital,hospital,11.1378635,78.5914533
Neomed Hospital,hospital,10.8141922,78.6822878
Government Sidha Hospital,hospital,10.8127985,78.6345428
Star Kims Hospitals,hospital,10.8233564,78.681869
Ravikumar Hospital,hospital,10.988317,78.336248
Gitanjali Hospitals,hospital,10.8206918,78.6808905
Raswanth Hospital,hospital,11.2373958,78.8844426
Velmurugan Nature Cure Hospital,hospital,11.2393626,78.886825
Amma Hospital,hospital,11.2416793,78.8937077
Dr. G.S Memorial Hospital,hospital,11.2412864,78.8994385
Child Hospital,hospital,11.4007524,78.9643935
Ajay Bone Joint Hospital,hospital,11.2362492,78.8685472
Government Hospital,hospital,11.4261241,78.7200159
KMS Hospital,hospital,11.2397133,78.8856853
Imaigal Eye Care Hospital,hospital,11.2351435,78.8762437
Sembiyan Pulmo Care Hospital,hospital,11.1832621,79.0500179
Atlas Hospital,hospital,11.235363,78.8726182
STS Hospital,hospital,11.23604,79.022116
Arokya Hospital,hospital,11.2358859,78.8699575
Dr. Devarajan Hospital,hospital,11.236732,78.881197
Government Eye Hospital,hospital,11.236955,78.893863
Wednary Hospital,hospital,11.1934334,79.0432997
Raja Speciality Hospital,hospital,11.239723,78.866034
Saakraa Hospital,hospital,11.2365897,78.8679507
Reality Hospital,hospital,11.382232,78.7289364
Infant Jesus Hospital,hospital,11.2366034,78.8523289
Ponnaiah Hospital,hospital,11.2313131,78.8834334
Government Hospital,hospital,11.2908638,78.9938154
Sanjith Child Care Hospital,hospital,11.2359349,78.8695969
M.G. Hospital,hospital,11.2405551,78.8892328
Herbocare Hospital,hospital,11.2420912,78.8982573
Selvas Hospital,hospital,11.2297477,78.8752875
Velmurgan Nature Cure Hospital,hospital,11.2346897,78.8755742
Government Hospital,hospital,11.1363432,78.9973256
Anv Hospital,hospital,11.2348849,78.8718577
Dhanalakshmi Srinivasan Hospital,hospital,11.234774,78.880344
Dr. Gunagomathy Hospital,hospital,11.235713,78.87807
Chellam Hospital,hospital,11.2352079,78.8702381
Dhana Lakshmi Srinivasan Super Speciality Hospital,hospital,11.197282,78.874252
Arputha Hospital,hospital,11.234368,78.877521
Government Hospital,hospital,11.3628987,79.0524233
Government Hospital,hospital,11.359096,79.1259986
Shri Sabapathy Ayurveda Hospital,hospital,11.2346944,78.881269
Government Hospital,hospital,11.35228,78.8427508
Pradeep Hospital,hospital,11.2359666,78.8747932
Annai Hospital,hospital,11.2398299,78.8522678
AVR Hospital,hospital,11.2348714,78.8719894
Government Hospital,hospital,11.3897272,79.0322118
